Site Name ,FORESTMIDDLE
Site Number ,2
Logger ,Capacitive Water Level
Logger Serial Number ,6572


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/02/2017 , 14:56:20,440,51
2,15/02/2017 , 14:56:30,437,49.5
3,15/02/2017 , 14:56:40,437,49.5
4,15/02/2017 , 14:56:50,437,49.5
5,15/02/2017 , 14:57:00,442,52
6,15/02/2017 , 14:57:10,441,51.5
7,15/02/2017 , 14:57:20,441,51.5
8,15/02/2017 , 14:57:30,442,52
9,15/02/2017 , 14:57:40,441,51.5
10,15/02/2017 , 14:57:50,441,51.5
11,15/02/2017 , 14:58:00,442,52
12,15/02/2017 , 14:58:10,441,51.5
13,15/02/2017 , 14:58:20,441,51.5
14,15/02/2017 , 14:58:30,442,52
15,15/02/2017 , 14:58:40,441,51.5
16,15/02/2017 , 14:58:50,441,51.5
17,15/02/2017 , 14:59:00,443,52.5
18,15/02/2017 , 14:59:10,441,51.5
19,15/02/2017 , 14:59:20,441,51.5
20,15/02/2017 , 14:59:30,449,55.6
21,15/02/2017 , 14:59:40,446,54
22,15/02/2017 , 14:59:50,445,53.5
23,15/02/2017 , 15:00:00,454,58.1
24,15/02/2017 , 15:00:10,451,56.6
25,15/02/2017 , 15:00:20,450,56.1
26,15/02/2017 , 15:00:30,459,60.6
27,15/02/2017 , 15:00:40,459,60.6
28,15/02/2017 , 15:00:50,459,60.6
29,15/02/2017 , 15:01:00,472,67.2
30,15/02/2017 , 15:01:10,472,67.2
31,15/02/2017 , 15:01:20,472,67.2
32,15/02/2017 , 15:01:30,491,76.8
33,15/02/2017 , 15:01:40,490,76.3
34,15/02/2017 , 15:01:50,490,76.3
35,15/02/2017 , 15:02:00,509,85.9
36,15/02/2017 , 15:02:10,508,85.4
37,15/02/2017 , 15:02:20,508,85.4
38,15/02/2017 , 15:02:30,527,94.9
39,15/02/2017 , 15:02:40,527,94.9
40,15/02/2017 , 15:02:50,527,94.9
41,15/02/2017 , 15:03:00,545,104
42,15/02/2017 , 15:03:10,545,104
43,15/02/2017 , 15:03:20,545,104
44,15/02/2017 , 15:03:30,564,113.6
45,15/02/2017 , 15:03:40,563,113.1
46,15/02/2017 , 15:03:50,562,112.6
47,15/02/2017 , 15:04:00,581,122.2
48,15/02/2017 , 15:04:10,580,121.7
49,15/02/2017 , 15:04:20,580,121.7
50,15/02/2017 , 15:04:30,598,130.8
51,15/02/2017 , 15:04:40,597,130.3
52,15/02/2017 , 15:04:50,597,130.3
53,15/02/2017 , 15:05:00,616,139.9
54,15/02/2017 , 15:05:10,615,139.4
55,15/02/2017 , 15:05:20,615,139.4
56,15/02/2017 , 15:05:30,633,148.5
57,15/02/2017 , 15:05:40,632,148
58,15/02/2017 , 15:05:50,632,148
59,15/02/2017 , 15:06:00,650,157.1
60,15/02/2017 , 15:06:10,650,157.1
61,15/02/2017 , 15:06:20,649,156.6
62,15/02/2017 , 15:06:30,668,166.2
63,15/02/2017 , 15:06:40,667,165.7
64,15/02/2017 , 15:06:50,666,165.2
65,15/02/2017 , 15:07:00,685,174.7
66,15/02/2017 , 15:07:10,684,174.2
67,15/02/2017 , 15:07:20,684,174.2
68,15/02/2017 , 15:07:30,702,183.3
69,15/02/2017 , 15:07:40,700,182.3
70,15/02/2017 , 15:07:50,700,182.3
71,15/02/2017 , 15:08:00,718,191.4
72,15/02/2017 , 15:08:10,718,191.4
73,15/02/2017 , 15:08:20,718,191.4
74,15/02/2017 , 15:08:30,735,200
75,15/02/2017 , 15:08:40,734,199.5
76,15/02/2017 , 15:08:50,734,199.5
77,15/02/2017 , 15:09:00,751,208.1
78,15/02/2017 , 15:09:10,751,208.1
79,15/02/2017 , 15:09:20,751,208.1
80,15/02/2017 , 15:09:30,768,216.7
81,15/02/2017 , 15:09:40,768,216.7
82,15/02/2017 , 15:09:50,768,216.7
83,15/02/2017 , 15:10:00,784,224.7
84,15/02/2017 , 15:10:10,784,224.7
85,15/02/2017 , 15:10:20,784,224.7
86,15/02/2017 , 15:10:30,801,233.3
87,15/02/2017 , 15:10:40,800,232.8
88,15/02/2017 , 15:10:50,800,232.8
89,15/02/2017 , 15:11:00,817,241.4
90,15/02/2017 , 15:11:10,817,241.4
91,15/02/2017 , 15:11:20,817,241.4
92,15/02/2017 , 15:11:30,833,249.5
93,15/02/2017 , 15:11:40,833,249.5
94,15/02/2017 , 15:11:50,833,249.5
95,15/02/2017 , 15:12:00,850,258.1
96,15/02/2017 , 15:12:10,849,257.6
97,15/02/2017 , 15:12:20,849,257.6
98,15/02/2017 , 15:12:30,865,265.7
99,15/02/2017 , 15:12:40,864,265.2
100,15/02/2017 , 15:12:50,864,265.2
101,15/02/2017 , 15:13:00,881,273.7
102,15/02/2017 , 15:13:10,881,273.7
103,15/02/2017 , 15:13:20,881,273.7
104,15/02/2017 , 15:13:30,897,281.8
105,15/02/2017 , 15:13:40,896,281.3
106,15/02/2017 , 15:13:50,896,281.3
107,15/02/2017 , 15:14:00,912,289.4
108,15/02/2017 , 15:14:10,912,289.4
109,15/02/2017 , 15:14:20,912,289.4
110,15/02/2017 , 15:14:30,928,297.5
111,15/02/2017 , 15:14:40,928,297.5
112,15/02/2017 , 15:14:50,928,297.5
113,15/02/2017 , 15:15:00,943,305.1
114,15/02/2017 , 15:15:10,943,305.1
115,15/02/2017 , 15:15:20,943,305.1
116,15/02/2017 , 15:15:30,960,313.6
117,15/02/2017 , 15:15:40,959,313.1
118,15/02/2017 , 15:15:50,959,313.1
119,15/02/2017 , 15:16:00,956,311.6
