Site Name ,FORESTUPPER
Site Number ,1
Logger ,Capacitive Water Level
Logger Serial Number ,6571


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/02/2017 , 13:29:24,444,61.2
2,13/02/2017 , 13:29:34,442,60.2
3,13/02/2017 , 13:29:44,442,60.2
4,13/02/2017 , 13:29:54,442,60.2
5,13/02/2017 , 13:30:04,445,61.7
6,13/02/2017 , 13:30:14,445,61.7
7,13/02/2017 , 13:30:24,445,61.7
8,13/02/2017 , 13:30:34,445,61.7
9,13/02/2017 , 13:30:44,444,61.2
10,13/02/2017 , 13:30:54,444,61.2
11,13/02/2017 , 13:31:04,444,61.2
12,13/02/2017 , 13:31:14,444,61.2
13,13/02/2017 , 13:31:24,444,61.2
14,13/02/2017 , 13:31:34,444,61.2
15,13/02/2017 , 13:31:44,444,61.2
16,13/02/2017 , 13:31:54,444,61.2
17,13/02/2017 , 13:32:04,447,62.6
18,13/02/2017 , 13:32:14,445,61.7
19,13/02/2017 , 13:32:24,445,61.7
20,13/02/2017 , 13:32:34,452,65
21,13/02/2017 , 13:32:44,451,64.6
22,13/02/2017 , 13:32:54,451,64.6
23,13/02/2017 , 13:33:04,457,67.5
24,13/02/2017 , 13:33:14,456,67
25,13/02/2017 , 13:33:24,464,70.9
26,13/02/2017 , 13:33:34,463,70.4
27,13/02/2017 , 13:33:44,463,70.4
28,13/02/2017 , 13:33:54,463,70.4
29,13/02/2017 , 13:34:04,479,78.2
30,13/02/2017 , 13:34:14,479,78.2
31,13/02/2017 , 13:34:24,479,78.2
32,13/02/2017 , 13:34:34,498,87.4
33,13/02/2017 , 13:34:44,498,87.4
34,13/02/2017 , 13:34:54,498,87.4
35,13/02/2017 , 13:35:04,514,95.1
36,13/02/2017 , 13:35:14,514,95.1
37,13/02/2017 , 13:35:24,514,95.1
38,13/02/2017 , 13:35:34,531,103.4
39,13/02/2017 , 13:35:44,531,103.4
40,13/02/2017 , 13:35:54,531,103.4
41,13/02/2017 , 13:36:04,548,111.7
42,13/02/2017 , 13:36:14,548,111.7
43,13/02/2017 , 13:36:24,548,111.7
44,13/02/2017 , 13:36:34,565,119.9
45,13/02/2017 , 13:36:44,566,120.4
46,13/02/2017 , 13:36:54,566,120.4
47,13/02/2017 , 13:37:04,583,128.6
48,13/02/2017 , 13:37:14,582,128.2
49,13/02/2017 , 13:37:24,582,128.2
50,13/02/2017 , 13:37:34,600,136.9
51,13/02/2017 , 13:37:44,600,136.9
52,13/02/2017 , 13:37:54,600,136.9
53,13/02/2017 , 13:38:04,617,145.1
54,13/02/2017 , 13:38:14,617,145.1
55,13/02/2017 , 13:38:24,617,145.1
56,13/02/2017 , 13:38:34,634,153.4
57,13/02/2017 , 13:38:44,634,153.4
58,13/02/2017 , 13:38:54,634,153.4
59,13/02/2017 , 13:39:04,651,161.7
60,13/02/2017 , 13:39:14,651,161.7
61,13/02/2017 , 13:39:24,651,161.7
62,13/02/2017 , 13:39:34,669,170.4
63,13/02/2017 , 13:39:44,668,169.9
64,13/02/2017 , 13:39:54,668,169.9
65,13/02/2017 , 13:40:04,686,178.6
66,13/02/2017 , 13:40:14,686,178.6
67,13/02/2017 , 13:40:24,686,178.6
68,13/02/2017 , 13:40:34,702,186.4
69,13/02/2017 , 13:40:44,702,186.4
70,13/02/2017 , 13:40:54,702,186.4
71,13/02/2017 , 13:41:04,719,194.7
72,13/02/2017 , 13:41:14,719,194.7
73,13/02/2017 , 13:41:24,719,194.7
74,13/02/2017 , 13:41:34,736,202.9
75,13/02/2017 , 13:41:44,736,202.9
76,13/02/2017 , 13:41:54,736,202.9
77,13/02/2017 , 13:42:04,752,210.7
78,13/02/2017 , 13:42:14,752,210.7
79,13/02/2017 , 13:42:24,752,210.7
80,13/02/2017 , 13:42:34,768,218.4
81,13/02/2017 , 13:42:44,768,218.4
82,13/02/2017 , 13:42:54,768,218.4
83,13/02/2017 , 13:43:04,786,227.2
84,13/02/2017 , 13:43:14,785,226.7
85,13/02/2017 , 13:43:24,785,226.7
86,13/02/2017 , 13:43:34,801,234.5
87,13/02/2017 , 13:43:44,800,234
88,13/02/2017 , 13:43:54,801,234.5
89,13/02/2017 , 13:44:04,816,241.7
90,13/02/2017 , 13:44:14,816,241.7
91,13/02/2017 , 13:44:24,816,241.7
92,13/02/2017 , 13:44:34,831,249
93,13/02/2017 , 13:44:44,831,249
94,13/02/2017 , 13:44:54,831,249
95,13/02/2017 , 13:45:04,847,256.8
96,13/02/2017 , 13:45:14,847,256.8
97,13/02/2017 , 13:45:24,847,256.8
98,13/02/2017 , 13:45:34,863,264.6
99,13/02/2017 , 13:45:44,862,264.1
100,13/02/2017 , 13:45:54,862,264.1
101,13/02/2017 , 13:46:04,878,271.8
102,13/02/2017 , 13:46:14,878,271.8
103,13/02/2017 , 13:46:24,878,271.8
104,13/02/2017 , 13:46:34,893,279.1
105,13/02/2017 , 13:46:44,893,279.1
106,13/02/2017 , 13:46:54,893,279.1
107,13/02/2017 , 13:47:04,908,286.4
108,13/02/2017 , 13:47:14,908,286.4
109,13/02/2017 , 13:47:24,908,286.4
110,13/02/2017 , 13:47:34,923,293.7
111,13/02/2017 , 13:47:44,924,294.2
112,13/02/2017 , 13:47:54,924,294.2
113,13/02/2017 , 13:48:04,939,301.5
114,13/02/2017 , 13:48:14,939,301.5
115,13/02/2017 , 13:48:24,939,301.5
116,13/02/2017 , 13:48:34,955,309.2
117,13/02/2017 , 13:48:44,955,309.2
118,13/02/2017 , 13:48:54,954,308.7
